periode_codi,any,mes,tipus_periode,codi_municipi,municipi,illa,ocupacio_places_pct,ocupacio_habitacions_pct,ocupacio_places_cap_setmana_pct,qualitat
2018-M03,2018,3,mensual,07062,Son Servera,Mallorca,,,,U
2018-M04,2018,4,mensual,07002,Alaior,Menorca,,,,U
2018-M04,2018,4,mensual,07003,Alcúdia,Mallorca,59.5,75.81,61.37,A
2018-M04,2018,4,mensual,07005,Andratx,Mallorca,57.7,61.18,55.02,A
2018-M04,2018,4,mensual,07011,Calvià,Mallorca,61.52,70.4,66.14,A
2018-M04,2018,4,mensual,07014,Capdepera,Mallorca,52.45,60.44,46.64,A
2018-M04,2018,4,mensual,07015,Ciutadella de Menorca,Menorca,31.2,37.21,31.55,A
2018-M04,2018,4,mensual,07022,Felanitx,Mallorca,,,,U
2018-M04,2018,4,mensual,07024,Formentera,Formentera,,,,U
2018-M04,2018,4,mensual,07026,Eivissa,Eivissa,58.98,65.97,67.52,A
2018-M04,2018,4,mensual,07031,Llucmajor,Mallorca,76.79,75.1,81.58,A
2018-M04,2018,4,mensual,07032,Maó,Menorca,,,,U
2018-M04,2018,4,mensual,07033,Manacor,Mallorca,,,,U
2018-M04,2018,4,mensual,07039,Muro,Mallorca,69.57,71.47,68.34,A
2018-M04,2018,4,mensual,07040,Palma,Mallorca,73.72,80.42,76.04,A
2018-M04,2018,4,mensual,07042,Pollença,Mallorca,64.71,72.83,51.93,A
2018-M04,2018,4,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2018-M04,2018,4,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2018-M04,2018,4,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2018-M04,2018,4,mensual,07051,Sant Llorenç des Cardassar,Mallorca,59.19,69.78,59.93,A
2018-M04,2018,4,mensual,07052,Sant Lluís,Menorca,,,,U
2018-M04,2018,4,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2018-M04,2018,4,mensual,07055,Santa Margalida,Mallorca,70.12,75.2,67.2,A
2018-M04,2018,4,mensual,07057,Santanyí,Mallorca,52.61,59.95,56.36,A
2018-M04,2018,4,mensual,07059,Ses Salines,Mallorca,67.07,69.16,64.13,A
2018-M04,2018,4,mensual,07061,Sóller,Mallorca,66.68,68.03,70.2,A
2018-M04,2018,4,mensual,07062,Son Servera,Mallorca,44.39,51.83,47.05,A
2018-M05,2018,5,mensual,07002,Alaior,Menorca,,,,U
2018-M05,2018,5,mensual,07003,Alcúdia,Mallorca,72.7,77.75,71.67,A
2018-M05,2018,5,mensual,07005,Andratx,Mallorca,59.63,62.76,61.46,A
2018-M05,2018,5,mensual,07011,Calvià,Mallorca,69.22,72.96,69.8,A
2018-M05,2018,5,mensual,07014,Capdepera,Mallorca,56.76,69.26,53.73,A
2018-M05,2018,5,mensual,07015,Ciutadella de Menorca,Menorca,56.85,59.46,61.63,A
2018-M05,2018,5,mensual,07022,Felanitx,Mallorca,,,,U
2018-M05,2018,5,mensual,07024,Formentera,Formentera,48.6,52.51,55.82,A
2018-M05,2018,5,mensual,07026,Eivissa,Eivissa,69.88,76.94,71.58,A
2018-M05,2018,5,mensual,07031,Llucmajor,Mallorca,77.21,75.22,89.55,A
2018-M05,2018,5,mensual,07032,Maó,Menorca,,,,U
2018-M05,2018,5,mensual,07033,Manacor,Mallorca,71.7,68.33,79.6,A
2018-M05,2018,5,mensual,07039,Muro,Mallorca,78.77,83.03,75.32,A
2018-M05,2018,5,mensual,07040,Palma,Mallorca,77.48,82.53,83.22,A
2018-M05,2018,5,mensual,07042,Pollença,Mallorca,76.48,81.92,76.84,A
2018-M05,2018,5,mensual,07046,Sant Antoni de Portmany,Eivissa,67.95,67.83,67.04,A
2018-M05,2018,5,mensual,07048,Sant Josep de sa Talaia,Eivissa,68.54,68.49,64.06,A
2018-M05,2018,5,mensual,07050,Sant Joan de Labritja,Eivissa,54.36,63.1,66.15,A
2018-M05,2018,5,mensual,07051,Sant Llorenç des Cardassar,Mallorca,66.52,71.85,65.0,A
2018-M05,2018,5,mensual,07052,Sant Lluís,Menorca,49.26,58.85,33.38,A
2018-M05,2018,5,mensual,07054,Santa Eulària des Riu,Eivissa,71.71,76.49,70.21,A
2018-M05,2018,5,mensual,07055,Santa Margalida,Mallorca,68.98,74.01,65.02,A
2018-M05,2018,5,mensual,07057,Santanyí,Mallorca,67.23,74.78,67.47,A
2018-M05,2018,5,mensual,07059,Ses Salines,Mallorca,67.93,69.59,61.09,A
2018-M05,2018,5,mensual,07061,Sóller,Mallorca,86.1,88.41,93.03,A
2018-M05,2018,5,mensual,07062,Son Servera,Mallorca,63.27,71.34,62.49,A
2018-M06,2018,6,mensual,07002,Alaior,Menorca,83.27,87.19,93.37,A
2018-M06,2018,6,mensual,07003,Alcúdia,Mallorca,86.59,90.09,85.61,A
2018-M06,2018,6,mensual,07005,Andratx,Mallorca,77.75,81.65,80.0,A
2018-M06,2018,6,mensual,07011,Calvià,Mallorca,82.34,85.38,84.19,A
2018-M06,2018,6,mensual,07014,Capdepera,Mallorca,75.87,81.82,77.24,A
2018-M06,2018,6,mensual,07015,Ciutadella de Menorca,Menorca,81.36,88.14,79.61,A
2018-M06,2018,6,mensual,07022,Felanitx,Mallorca,,,,U
2018-M06,2018,6,mensual,07024,Formentera,Formentera,83.69,88.13,83.18,A
2018-M06,2018,6,mensual,07026,Eivissa,Eivissa,80.55,86.23,87.82,A
2018-M06,2018,6,mensual,07031,Llucmajor,Mallorca,92.08,87.08,92.25,A
2018-M06,2018,6,mensual,07032,Maó,Menorca,,,,U
2018-M06,2018,6,mensual,07033,Manacor,Mallorca,85.49,89.3,84.48,A
2018-M06,2018,6,mensual,07039,Muro,Mallorca,84.93,87.44,87.98,A
2018-M06,2018,6,mensual,07040,Palma,Mallorca,87.33,89.71,90.29,A
2018-M06,2018,6,mensual,07042,Pollença,Mallorca,87.66,92.91,84.91,A
2018-M06,2018,6,mensual,07046,Sant Antoni de Portmany,Eivissa,85.57,85.81,79.89,A
2018-M06,2018,6,mensual,07048,Sant Josep de sa Talaia,Eivissa,77.98,79.85,81.63,A
2018-M06,2018,6,mensual,07050,Sant Joan de Labritja,Eivissa,77.92,88.46,86.07,A
2018-M06,2018,6,mensual,07051,Sant Llorenç des Cardassar,Mallorca,84.15,88.98,77.96,A
2018-M06,2018,6,mensual,07052,Sant Lluís,Menorca,75.39,87.29,77.82,A
2018-M06,2018,6,mensual,07054,Santa Eulària des Riu,Eivissa,86.61,89.1,89.51,A
2018-M06,2018,6,mensual,07055,Santa Margalida,Mallorca,89.08,91.77,82.93,A
2018-M06,2018,6,mensual,07057,Santanyí,Mallorca,79.02,84.21,78.93,A
2018-M06,2018,6,mensual,07059,Ses Salines,Mallorca,82.3,84.29,83.18,A
2018-M06,2018,6,mensual,07061,Sóller,Mallorca,89.31,93.42,88.15,A
2018-M06,2018,6,mensual,07062,Son Servera,Mallorca,73.94,80.61,77.2,A
2018-M07,2018,7,mensual,07002,Alaior,Menorca,93.25,89.72,94.35,A
2018-M07,2018,7,mensual,07003,Alcúdia,Mallorca,90.9,94.2,88.35,A
2018-M07,2018,7,mensual,07005,Andratx,Mallorca,87.58,84.6,81.69,A
2018-M07,2018,7,mensual,07011,Calvià,Mallorca,90.16,89.06,90.79,A
2018-M07,2018,7,mensual,07014,Capdepera,Mallorca,91.01,89.43,88.5,A
2018-M07,2018,7,mensual,07015,Ciutadella de Menorca,Menorca,89.31,88.18,84.59,A
2018-M07,2018,7,mensual,07022,Felanitx,Mallorca,,,,U
2018-M07,2018,7,mensual,07024,Formentera,Formentera,86.96,84.43,86.98,A
2018-M07,2018,7,mensual,07026,Eivissa,Eivissa,85.01,88.74,88.25,A
2018-M07,2018,7,mensual,07031,Llucmajor,Mallorca,91.04,91.03,90.55,A
2018-M07,2018,7,mensual,07032,Maó,Menorca,,,,U
2018-M07,2018,7,mensual,07033,Manacor,Mallorca,94.34,90.32,93.73,A
2018-M07,2018,7,mensual,07039,Muro,Mallorca,93.85,89.54,94.01,A
2018-M07,2018,7,mensual,07040,Palma,Mallorca,91.11,91.69,92.46,A
2018-M07,2018,7,mensual,07042,Pollença,Mallorca,87.6,91.53,90.07,A
2018-M07,2018,7,mensual,07046,Sant Antoni de Portmany,Eivissa,85.06,82.33,83.65,A
2018-M07,2018,7,mensual,07048,Sant Josep de sa Talaia,Eivissa,86.71,85.15,85.96,A
2018-M07,2018,7,mensual,07050,Sant Joan de Labritja,Eivissa,84.11,87.01,79.38,A
2018-M07,2018,7,mensual,07051,Sant Llorenç des Cardassar,Mallorca,91.68,92.77,90.3,A
2018-M07,2018,7,mensual,07052,Sant Lluís,Menorca,78.57,87.23,79.5,A
2018-M07,2018,7,mensual,07054,Santa Eulària des Riu,Eivissa,89.04,88.5,89.15,A
2018-M07,2018,7,mensual,07055,Santa Margalida,Mallorca,95.69,95.1,92.21,A
2018-M07,2018,7,mensual,07057,Santanyí,Mallorca,83.98,90.84,87.84,A
2018-M07,2018,7,mensual,07059,Ses Salines,Mallorca,89.83,89.24,89.28,A
2018-M07,2018,7,mensual,07061,Sóller,Mallorca,90.75,84.86,96.51,A
2018-M07,2018,7,mensual,07062,Son Servera,Mallorca,74.17,74.95,73.68,A
2018-M08,2018,8,mensual,07002,Alaior,Menorca,95.02,91.12,94.44,A
2018-M08,2018,8,mensual,07003,Alcúdia,Mallorca,85.12,91.79,85.86,A
2018-M08,2018,8,mensual,07005,Andratx,Mallorca,83.27,84.65,88.38,A
2018-M08,2018,8,mensual,07011,Calvià,Mallorca,90.37,89.64,89.19,A
2018-M08,2018,8,mensual,07014,Capdepera,Mallorca,90.47,92.02,90.22,A
2018-M08,2018,8,mensual,07015,Ciutadella de Menorca,Menorca,88.69,91.63,86.66,A
2018-M08,2018,8,mensual,07022,Felanitx,Mallorca,,,,U
2018-M08,2018,8,mensual,07024,Formentera,Formentera,92.46,90.39,87.09,A
2018-M08,2018,8,mensual,07026,Eivissa,Eivissa,88.57,89.82,89.36,A
2018-M08,2018,8,mensual,07031,Llucmajor,Mallorca,95.41,91.17,92.64,A
2018-M08,2018,8,mensual,07032,Maó,Menorca,,,,U
2018-M08,2018,8,mensual,07033,Manacor,Mallorca,97.71,92.73,92.59,A
2018-M08,2018,8,mensual,07039,Muro,Mallorca,92.77,93.33,95.73,A
2018-M08,2018,8,mensual,07040,Palma,Mallorca,90.32,91.39,92.49,A
2018-M08,2018,8,mensual,07042,Pollença,Mallorca,87.85,90.31,89.28,A
2018-M08,2018,8,mensual,07046,Sant Antoni de Portmany,Eivissa,97.2,91.38,91.39,A
2018-M08,2018,8,mensual,07048,Sant Josep de sa Talaia,Eivissa,82.61,86.53,89.87,A
2018-M08,2018,8,mensual,07050,Sant Joan de Labritja,Eivissa,91.24,93.51,88.64,A
2018-M08,2018,8,mensual,07051,Sant Llorenç des Cardassar,Mallorca,90.82,90.61,87.42,A
2018-M08,2018,8,mensual,07052,Sant Lluís,Menorca,80.83,92.58,80.39,A
2018-M08,2018,8,mensual,07054,Santa Eulària des Riu,Eivissa,93.92,91.05,91.48,A
2018-M08,2018,8,mensual,07055,Santa Margalida,Mallorca,98.04,96.03,93.32,A
2018-M08,2018,8,mensual,07057,Santanyí,Mallorca,84.95,91.98,86.43,A
2018-M08,2018,8,mensual,07059,Ses Salines,Mallorca,86.09,91.25,88.03,A
2018-M08,2018,8,mensual,07061,Sóller,Mallorca,92.44,90.05,95.92,A
2018-M08,2018,8,mensual,07062,Son Servera,Mallorca,75.14,74.96,74.89,A
2018-M09,2018,9,mensual,07002,Alaior,Menorca,79.74,79.86,81.26,A
2018-M09,2018,9,mensual,07003,Alcúdia,Mallorca,84.29,92.64,83.95,A
2018-M09,2018,9,mensual,07005,Andratx,Mallorca,82.67,87.35,90.04,A
2018-M09,2018,9,mensual,07011,Calvià,Mallorca,83.48,87.51,85.67,A
2018-M09,2018,9,mensual,07014,Capdepera,Mallorca,80.79,88.61,76.18,A
2018-M09,2018,9,mensual,07015,Ciutadella de Menorca,Menorca,80.08,89.49,80.56,A
2018-M09,2018,9,mensual,07022,Felanitx,Mallorca,,,,U
2018-M09,2018,9,mensual,07024,Formentera,Formentera,82.77,86.0,81.37,A
2018-M09,2018,9,mensual,07026,Eivissa,Eivissa,82.74,85.57,84.85,A
2018-M09,2018,9,mensual,07031,Llucmajor,Mallorca,89.17,89.89,92.31,A
2018-M09,2018,9,mensual,07032,Maó,Menorca,,,,U
2018-M09,2018,9,mensual,07033,Manacor,Mallorca,92.26,91.37,74.37,A
2018-M09,2018,9,mensual,07039,Muro,Mallorca,86.47,89.55,84.89,A
2018-M09,2018,9,mensual,07040,Palma,Mallorca,84.65,89.82,89.51,A
2018-M09,2018,9,mensual,07042,Pollença,Mallorca,83.21,90.75,85.66,A
2018-M09,2018,9,mensual,07046,Sant Antoni de Portmany,Eivissa,89.28,89.16,87.95,A
2018-M09,2018,9,mensual,07048,Sant Josep de sa Talaia,Eivissa,77.74,79.6,80.38,A
2018-M09,2018,9,mensual,07050,Sant Joan de Labritja,Eivissa,77.24,87.0,86.12,A
2018-M09,2018,9,mensual,07051,Sant Llorenç des Cardassar,Mallorca,78.68,86.69,78.09,A
2018-M09,2018,9,mensual,07052,Sant Lluís,Menorca,74.43,91.08,71.64,A
2018-M09,2018,9,mensual,07054,Santa Eulària des Riu,Eivissa,87.45,89.0,82.95,A
2018-M09,2018,9,mensual,07055,Santa Margalida,Mallorca,91.34,93.92,85.09,A
2018-M09,2018,9,mensual,07057,Santanyí,Mallorca,77.69,88.14,82.04,A
2018-M09,2018,9,mensual,07059,Ses Salines,Mallorca,85.5,90.32,86.98,A
2018-M09,2018,9,mensual,07061,Sóller,Mallorca,88.2,89.42,88.55,A
2018-M09,2018,9,mensual,07062,Son Servera,Mallorca,68.57,77.2,67.41,A
2018-M10,2018,10,mensual,07002,Alaior,Menorca,,,,U
2018-M10,2018,10,mensual,07003,Alcúdia,Mallorca,65.23,70.26,67.18,A
2018-M10,2018,10,mensual,07005,Andratx,Mallorca,58.89,60.41,65.34,A
2018-M10,2018,10,mensual,07011,Calvià,Mallorca,65.99,69.14,67.72,A
2018-M10,2018,10,mensual,07014,Capdepera,Mallorca,64.5,68.7,62.94,A
2018-M10,2018,10,mensual,07015,Ciutadella de Menorca,Menorca,52.67,57.08,53.04,A
2018-M10,2018,10,mensual,07022,Felanitx,Mallorca,,,,U
2018-M10,2018,10,mensual,07024,Formentera,Formentera,43.26,43.46,56.47,A
2018-M10,2018,10,mensual,07026,Eivissa,Eivissa,63.89,70.98,69.6,A
2018-M10,2018,10,mensual,07031,Llucmajor,Mallorca,69.99,78.07,94.02,A
2018-M10,2018,10,mensual,07032,Maó,Menorca,,,,U
2018-M10,2018,10,mensual,07033,Manacor,Mallorca,53.72,46.65,52.72,A
2018-M10,2018,10,mensual,07039,Muro,Mallorca,72.69,71.79,71.09,A
2018-M10,2018,10,mensual,07040,Palma,Mallorca,67.03,73.04,75.41,A
2018-M10,2018,10,mensual,07042,Pollença,Mallorca,64.5,72.81,68.79,A
2018-M10,2018,10,mensual,07046,Sant Antoni de Portmany,Eivissa,75.24,70.11,66.83,A
2018-M10,2018,10,mensual,07048,Sant Josep de sa Talaia,Eivissa,62.16,61.93,64.38,A
2018-M10,2018,10,mensual,07050,Sant Joan de Labritja,Eivissa,65.87,60.39,65.72,A
2018-M10,2018,10,mensual,07051,Sant Llorenç des Cardassar,Mallorca,61.76,66.01,58.62,A
2018-M10,2018,10,mensual,07052,Sant Lluís,Menorca,,,,U
2018-M10,2018,10,mensual,07054,Santa Eulària des Riu,Eivissa,74.27,72.45,71.91,A
2018-M10,2018,10,mensual,07055,Santa Margalida,Mallorca,72.01,73.54,71.29,A
2018-M10,2018,10,mensual,07057,Santanyí,Mallorca,64.06,70.58,64.24,A
2018-M10,2018,10,mensual,07059,Ses Salines,Mallorca,68.11,68.63,79.52,A
2018-M10,2018,10,mensual,07061,Sóller,Mallorca,83.1,81.24,87.0,A
2018-M10,2018,10,mensual,07062,Son Servera,Mallorca,66.9,76.11,70.43,A
2018-M11,2018,11,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2018-M11,2018,11,mensual,07003,Alcúdia,Mallorca,,,,U
2018-M11,2018,11,mensual,07005,Andratx,Mallorca,,,,U
2018-M11,2018,11,mensual,07011,Calvià,Mallorca,41.32,55.16,42.59,A
2018-M11,2018,11,mensual,07014,Capdepera,Mallorca,,,,U
2018-M11,2018,11,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2018-M11,2018,11,mensual,07022,Felanitx,Mallorca,,,,U
2018-M11,2018,11,mensual,07024,Formentera,Formentera,,,,U
2018-M11,2018,11,mensual,07026,Eivissa,Eivissa,39.73,52.83,46.1,A
2018-M11,2018,11,mensual,07031,Llucmajor,Mallorca,,,,U
2018-M11,2018,11,mensual,07032,Maó,Menorca,,,,U
2018-M11,2018,11,mensual,07033,Manacor,Mallorca,,,,U
2018-M11,2018,11,mensual,07039,Muro,Mallorca,,,,U
2018-M11,2018,11,mensual,07040,Palma,Mallorca,47.06,59.35,52.72,A
2018-M11,2018,11,mensual,07042,Pollença,Mallorca,,,,U
2018-M11,2018,11,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2018-M11,2018,11,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2018-M11,2018,11,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2018-M11,2018,11,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2018-M11,2018,11,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2018-M11,2018,11,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2018-M11,2018,11,mensual,07055,Santa Margalida,Mallorca,,,,U
2018-M11,2018,11,mensual,07057,Santanyí,Mallorca,,,,U
2018-M11,2018,11,mensual,07059,Ses Salines,Mallorca,0.0,0.0,0.0,A
2018-M11,2018,11,mensual,07061,Sóller,Mallorca,,,,U
2018-M11,2018,11,mensual,07062,Son Servera,Mallorca,,,,U
2018-M12,2018,12,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2018-M12,2018,12,mensual,07003,Alcúdia,Mallorca,,,,U
2018-M12,2018,12,mensual,07005,Andratx,Mallorca,,,,U
2018-M12,2018,12,mensual,07011,Calvià,Mallorca,29.05,43.68,33.07,A
2018-M12,2018,12,mensual,07014,Capdepera,Mallorca,,,,U
2018-M12,2018,12,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2018-M12,2018,12,mensual,07022,Felanitx,Mallorca,,,,U
2018-M12,2018,12,mensual,07024,Formentera,Formentera,,,,U
2018-M12,2018,12,mensual,07026,Eivissa,Eivissa,34.95,41.37,45.54,A
2018-M12,2018,12,mensual,07031,Llucmajor,Mallorca,,,,U
2018-M12,2018,12,mensual,07032,Maó,Menorca,,,,U
2018-M12,2018,12,mensual,07033,Manacor,Mallorca,,,,U
2018-M12,2018,12,mensual,07039,Muro,Mallorca,,,,U
2018-M12,2018,12,mensual,07040,Palma,Mallorca,46.1,52.27,59.88,A
2018-M12,2018,12,mensual,07042,Pollença,Mallorca,,,,U
2018-M12,2018,12,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2018-M12,2018,12,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2018-M12,2018,12,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2018-M12,2018,12,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2018-M12,2018,12,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2018-M12,2018,12,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2018-M12,2018,12,mensual,07055,Santa Margalida,Mallorca,,,,U
2018-M12,2018,12,mensual,07057,Santanyí,Mallorca,,,,U
2018-M12,2018,12,mensual,07059,Ses Salines,Mallorca,0.0,0.0,0.0,A
2018-M12,2018,12,mensual,07061,Sóller,Mallorca,,,,U
2018-M12,2018,12,mensual,07062,Son Servera,Mallorca,,,,U
2019,2019,,anual,07002,Alaior,Menorca,78.42,81.93,76.34,A
2019,2019,,anual,07003,Alcúdia,Mallorca,80.48,85.65,80.52,A
2019,2019,,anual,07005,Andratx,Mallorca,71.82,73.14,71.78,A
2019,2019,,anual,07011,Calvià,Mallorca,76.25,79.63,77.38,A
2019,2019,,anual,07014,Capdepera,Mallorca,73.06,76.58,73.79,A
2019,2019,,anual,07015,Ciutadella de Menorca,Menorca,72.71,79.29,71.41,A
2019,2019,,anual,07022,Felanitx,Mallorca,71.01,73.47,69.66,A
2019,2019,,anual,07024,Formentera,Formentera,73.36,73.58,74.91,A
2019,2019,,anual,07026,Eivissa,Eivissa,75.68,80.46,79.8,A
2019,2019,,anual,07031,Llucmajor,Mallorca,79.48,79.5,82.16,A
2019,2019,,anual,07032,Maó,Menorca,58.23,67.27,58.31,A
2019,2019,,anual,07033,Manacor,Mallorca,74.96,77.35,74.53,A
2019,2019,,anual,07039,Muro,Mallorca,84.53,85.58,82.83,A
2019,2019,,anual,07040,Palma,Mallorca,71.66,77.86,76.69,A
2019,2019,,anual,07042,Pollença,Mallorca,68.28,78.28,69.64,A
2019,2019,,anual,07046,Sant Antoni de Portmany,Eivissa,77.64,81.23,77.51,A
2019,2019,,anual,07048,Sant Josep de sa Talaia,Eivissa,76.34,75.88,79.53,A
2019,2019,,anual,07050,Sant Joan de Labritja,Eivissa,82.72,81.66,79.25,A
2019,2019,,anual,07051,Sant Llorenç des Cardassar,Mallorca,74.96,79.04,73.41,A
2019,2019,,anual,07052,Sant Lluís,Menorca,67.01,78.57,62.5,A
2019,2019,,anual,07054,Santa Eulària des Riu,Eivissa,79.39,82.22,78.17,A
2019,2019,,anual,07055,Santa Margalida,Mallorca,78.65,83.61,76.58,A
2019,2019,,anual,07057,Santanyí,Mallorca,80.46,82.69,80.84,A
2019,2019,,anual,07059,Ses Salines,Mallorca,65.6,74.99,67.89,A
2019,2019,,anual,07061,Sóller,Mallorca,79.91,80.18,82.1,A
2019,2019,,anual,07062,Son Servera,Mallorca,73.0,80.78,76.34,A
2019-M01,2019,1,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2019-M01,2019,1,mensual,07003,Alcúdia,Mallorca,,,,U
2019-M01,2019,1,mensual,07005,Andratx,Mallorca,,,,U
2019-M01,2019,1,mensual,07011,Calvià,Mallorca,17.29,34.77,17.73,A
2019-M01,2019,1,mensual,07014,Capdepera,Mallorca,,,,U
2019-M01,2019,1,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2019-M01,2019,1,mensual,07022,Felanitx,Mallorca,,,,U
2019-M01,2019,1,mensual,07024,Formentera,Formentera,,,,U
2019-M01,2019,1,mensual,07026,Eivissa,Eivissa,28.07,38.54,27.74,A
2019-M01,2019,1,mensual,07031,Llucmajor,Mallorca,,,,U
2019-M01,2019,1,mensual,07032,Maó,Menorca,25.03,31.15,23.63,A
2019-M01,2019,1,mensual,07033,Manacor,Mallorca,,,,U
2019-M01,2019,1,mensual,07039,Muro,Mallorca,0.0,0.0,0.0,A
2019-M01,2019,1,mensual,07040,Palma,Mallorca,36.79,47.43,39.11,A
2019-M01,2019,1,mensual,07042,Pollença,Mallorca,,,,U
2019-M01,2019,1,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2019-M01,2019,1,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2019-M01,2019,1,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2019-M01,2019,1,mensual,07051,Sant Llorenç des Cardassar,Mallorca,,,,U
2019-M01,2019,1,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2019-M01,2019,1,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2019-M01,2019,1,mensual,07055,Santa Margalida,Mallorca,,,,U
2019-M01,2019,1,mensual,07057,Santanyí,Mallorca,,,,U
2019-M01,2019,1,mensual,07059,Ses Salines,Mallorca,0.0,0.0,0.0,A
2019-M01,2019,1,mensual,07061,Sóller,Mallorca,,,,U
2019-M01,2019,1,mensual,07062,Son Servera,Mallorca,,,,U
2019-M02,2019,2,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2019-M02,2019,2,mensual,07003,Alcúdia,Mallorca,41.38,44.56,28.25,A
2019-M02,2019,2,mensual,07005,Andratx,Mallorca,,,,U
2019-M02,2019,2,mensual,07011,Calvià,Mallorca,46.69,61.32,39.47,A
2019-M02,2019,2,mensual,07014,Capdepera,Mallorca,49.44,50.15,55.44,A
2019-M02,2019,2,mensual,07015,Ciutadella de Menorca,Menorca,,,,U
2019-M02,2019,2,mensual,07022,Felanitx,Mallorca,,,,U
2019-M02,2019,2,mensual,07024,Formentera,Formentera,,,,U
2019-M02,2019,2,mensual,07026,Eivissa,Eivissa,37.07,49.02,41.44,A
2019-M02,2019,2,mensual,07031,Llucmajor,Mallorca,,,,U
2019-M02,2019,2,mensual,07032,Maó,Menorca,,,,U
2019-M02,2019,2,mensual,07033,Manacor,Mallorca,,,,U
2019-M02,2019,2,mensual,07039,Muro,Mallorca,,,,U
2019-M02,2019,2,mensual,07040,Palma,Mallorca,41.94,52.92,42.76,A
2019-M02,2019,2,mensual,07042,Pollença,Mallorca,,,,U
2019-M02,2019,2,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2019-M02,2019,2,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2019-M02,2019,2,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2019-M02,2019,2,mensual,07051,Sant Llorenç des Cardassar,Mallorca,53.42,58.45,54.57,A
2019-M02,2019,2,mensual,07052,Sant Lluís,Menorca,0.0,0.0,0.0,A
2019-M02,2019,2,mensual,07054,Santa Eulària des Riu,Eivissa,,,,U
2019-M02,2019,2,mensual,07055,Santa Margalida,Mallorca,,,,U
2019-M02,2019,2,mensual,07057,Santanyí,Mallorca,,,,U
2019-M02,2019,2,mensual,07059,Ses Salines,Mallorca,,,,U
2019-M02,2019,2,mensual,07061,Sóller,Mallorca,64.94,68.71,55.17,A
2019-M02,2019,2,mensual,07062,Son Servera,Mallorca,,,,U
2019-M03,2019,3,mensual,07002,Alaior,Menorca,0.0,0.0,0.0,A
2019-M03,2019,3,mensual,07003,Alcúdia,Mallorca,38.05,50.87,46.14,A
2019-M03,2019,3,mensual,07005,Andratx,Mallorca,,,,U
2019-M03,2019,3,mensual,07011,Calvià,Mallorca,48.47,62.16,53.0,A
2019-M03,2019,3,mensual,07014,Capdepera,Mallorca,57.45,65.49,51.41,A
2019-M03,2019,3,mensual,07015,Ciutadella de Menorca,Menorca,32.2,46.25,28.5,A
2019-M03,2019,3,mensual,07022,Felanitx,Mallorca,,,,U
2019-M03,2019,3,mensual,07024,Formentera,Formentera,,,,U
2019-M03,2019,3,mensual,07026,Eivissa,Eivissa,47.44,59.36,53.84,A
2019-M03,2019,3,mensual,07031,Llucmajor,Mallorca,,,,U
2019-M03,2019,3,mensual,07032,Maó,Menorca,32.52,45.68,51.64,A
2019-M03,2019,3,mensual,07033,Manacor,Mallorca,,,,U
2019-M03,2019,3,mensual,07039,Muro,Mallorca,39.1,46.8,41.03,A
2019-M03,2019,3,mensual,07040,Palma,Mallorca,51.81,61.34,58.17,A
2019-M03,2019,3,mensual,07042,Pollença,Mallorca,45.41,69.55,45.99,A
2019-M03,2019,3,mensual,07046,Sant Antoni de Portmany,Eivissa,,,,U
2019-M03,2019,3,mensual,07048,Sant Josep de sa Talaia,Eivissa,,,,U
2019-M03,2019,3,mensual,07050,Sant Joan de Labritja,Eivissa,,,,U
2019-M03,2019,3,mensual,07051,Sant Llorenç des Cardassar,Mallorca,46.03,54.18,55.09,A
