code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07015_D03_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03_S001,"Districte D03, Secció S001 - Ciutadella de Menorca","Distrito D03, Sección S001 - Ciutadella de Menorca","District D03, Section S001 - Ciutadella de Menorca",,,
20030101_07015_D03_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03_S002,"Districte D03, Secció S002 - Ciutadella de Menorca","Distrito D03, Sección S002 - Ciutadella de Menorca","District D03, Section S002 - Ciutadella de Menorca",,,
20030101_07015_D03_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03_S003,"Districte D03, Secció S003 - Ciutadella de Menorca","Distrito D03, Sección S003 - Ciutadella de Menorca","District D03, Section S003 - Ciutadella de Menorca",,,
20030101_07015_D03_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D03_O,Resta de Districte D03 - Ciutadella de Menorca,Resto de Distrito D03 - Ciutadella de Menorca,Rest of District D03 - Ciutadella de Menorca,,,
20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,Districte D04 - Ciutadella de Menorca,Distrito D04 - Ciutadella de Menorca,District D04 - Ciutadella de Menorca,,,
20030101_07015_D04_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04_S001,"Districte D04, Secció S001 - Ciutadella de Menorca","Distrito D04, Sección S001 - Ciutadella de Menorca","District D04, Section S001 - Ciutadella de Menorca",,,
20030101_07015_D04_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04_S002,"Districte D04, Secció S002 - Ciutadella de Menorca","Distrito D04, Sección S002 - Ciutadella de Menorca","District D04, Section S002 - Ciutadella de Menorca",,,
20030101_07015_D04_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04_S003,"Districte D04, Secció S003 - Ciutadella de Menorca","Distrito D04, Sección S003 - Ciutadella de Menorca","District D04, Section S003 - Ciutadella de Menorca",,,
20030101_07015_D04_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04_S004,"Districte D04, Secció S004 - Ciutadella de Menorca","Distrito D04, Sección S004 - Ciutadella de Menorca","District D04, Section S004 - Ciutadella de Menorca",,,
20030101_07015_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07015_D04_O,Resta de Districte D04 - Ciutadella de Menorca,Resto de Distrito D04 - Ciutadella de Menorca,Rest of District D04 - Ciutadella de Menorca,,,
07015_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07015_O,Resta de Ciutadella de Menorca,Resto de Ciutadella de Menorca,Rest of Ciutadella de Menorca,,,
07023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07023,Ferreries,Ferreries,Ferreries,,,
20030101_07023_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01,Districte D01 - Ferreries,Distrito D01 - Ferreries,District D01 - Ferreries,,,
20030101_07023_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01_S001,"Districte D01, Secció S001 - Ferreries","Distrito D01, Sección S001 - Ferreries","District D01, Section S001 - Ferreries",,,
20030101_07023_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01_S002,"Districte D01, Secció S002 - Ferreries","Distrito D01, Sección S002 - Ferreries","District D01, Section S002 - Ferreries",,,
20030101_07023_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01_S003,"Districte D01, Secció S003 - Ferreries","Distrito D01, Sección S003 - Ferreries","District D01, Section S003 - Ferreries",,,
20030101_07023_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07023_D01_O,Resta de Districte D01 - Ferreries,Resto de Distrito D01 - Ferreries,Rest of District D01 - Ferreries,,,
07023_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07023_O,Resta de Ferreries,Resto de Ferreries,Rest of Ferreries,,,
07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,Maó,Maó,Maó,,,
20030101_07032_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01,Districte D01 - Maó,Distrito D01 - Maó,District D01 - Maó,,,
20030101_07032_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01_S001,"Districte D01, Secció S001 - Maó","Distrito D01, Sección S001 - Maó","District D01, Section S001 - Maó",,,
20030101_07032_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01_S002,"Districte D01, Secció S002 - Maó","Distrito D01, Sección S002 - Maó","District D01, Section S002 - Maó",,,
20030101_07032_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D01_O,Resta de Districte D01 - Maó,Resto de Distrito D01 - Maó,Rest of District D01 - Maó,,,
20030101_07032_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02,Districte D02 - Maó,Distrito D02 - Maó,District D02 - Maó,,,
20030101_07032_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02_S001,"Districte D02, Secció S001 - Maó","Distrito D02, Sección S001 - Maó","District D02, Section S001 - Maó",,,
20030101_07032_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02_S002,"Districte D02, Secció S002 - Maó","Distrito D02, Sección S002 - Maó","District D02, Section S002 - Maó",,,
20030101_07032_D02_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02_S003,"Districte D02, Secció S003 - Maó","Distrito D02, Sección S003 - Maó","District D02, Section S003 - Maó",,,
20030101_07032_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D02_O,Resta de Districte D02 - Maó,Resto de Distrito D02 - Maó,Rest of District D02 - Maó,,,
20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,Districte D03 - Maó,Distrito D03 - Maó,District D03 - Maó,,,
20030101_07032_D03_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S001,"Districte D03, Secció S001 - Maó","Distrito D03, Sección S001 - Maó","District D03, Section S001 - Maó",,,
20030101_07032_D03_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S002,"Districte D03, Secció S002 - Maó","Distrito D03, Sección S002 - Maó","District D03, Section S002 - Maó",,,
20030101_07032_D03_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S003,"Districte D03, Secció S003 - Maó","Distrito D03, Sección S003 - Maó","District D03, Section S003 - Maó",,,
20030101_07032_D03_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S004,"Districte D03, Secció S004 - Maó","Distrito D03, Sección S004 - Maó","District D03, Section S004 - Maó",,,
20030101_07032_D03_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S005,"Districte D03, Secció S005 - Maó","Distrito D03, Sección S005 - Maó","District D03, Section S005 - Maó",,,
20030101_07032_D03_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_S006,"Districte D03, Secció S006 - Maó","Distrito D03, Sección S006 - Maó","District D03, Section S006 - Maó",,,
20030101_07032_D03_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D03_O,Resta de Districte D03 - Maó,Resto de Distrito D03 - Maó,Rest of District D03 - Maó,,,
20030101_07032_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04,Districte D04 - Maó,Distrito D04 - Maó,District D04 - Maó,,,
20030101_07032_D04_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04_S001,"Districte D04, Secció S001 - Maó","Distrito D04, Sección S001 - Maó","District D04, Section S001 - Maó",,,
20030101_07032_D04_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04_S002,"Districte D04, Secció S002 - Maó","Distrito D04, Sección S002 - Maó","District D04, Section S002 - Maó",,,
20030101_07032_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07032_D04_O,Resta de Districte D04 - Maó,Resto de Distrito D04 - Maó,Rest of District D04 - Maó,,,
07032_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07032_O,Resta de Maó,Resto de Maó,Rest of Maó,,,
07037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07037,Es Mercadal,Es Mercadal,Es Mercadal,,,
20030101_07037_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01,Districte D01 - Es Mercadal,Distrito D01 - Es Mercadal,District D01 - Es Mercadal,,,
20030101_07037_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01_S001,"Districte D01, Secció S001 - Es Mercadal","Distrito D01, Sección S001 - Es Mercadal","District D01, Section S001 - Es Mercadal",,,
20030101_07037_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01_S002,"Districte D01, Secció S002 - Es Mercadal","Distrito D01, Sección S002 - Es Mercadal","District D01, Section S002 - Es Mercadal",,,
20030101_07037_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07037_D01_O,Resta de Districte D01 - Es Mercadal,Resto de Distrito D01 - Es Mercadal,Rest of District D01 - Es Mercadal,,,
07037_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07037_O,Resta d'Es Mercadal,Resto de Es Mercadal,Rest of Es Mercadal,,,
07052,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07052,Sant Lluís,Sant Lluís,Sant Lluís,,,
20030101_07052_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07052,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01,Districte D01 - Sant Lluís,Distrito D01 - Sant Lluís,District D01 - Sant Lluís,,,
20030101_07052_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01_S001,"Districte D01, Secció S001 - Sant Lluís","Distrito D01, Sección S001 - Sant Lluís","District D01, Section S001 - Sant Lluís",,,
20030101_07052_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01_S002,"Districte D01, Secció S002 - Sant Lluís","Distrito D01, Sección S002 - Sant Lluís","District D01, Section S002 - Sant Lluís",,,
20030101_07052_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01_S003,"Districte D01, Secció S003 - Sant Lluís","Distrito D01, Sección S003 - Sant Lluís","District D01, Section S003 - Sant Lluís",,,
20030101_07052_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07052_D01_O,Resta de Districte D01 - Sant Lluís,Resto de Distrito D01 - Sant Lluís,Rest of District D01 - Sant Lluís,,,
07052_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07052,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07052_O,Resta de Sant Lluís,Resto de Sant Lluís,Rest of Sant Lluís,,,
07064,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07064,Es Castell,Es Castell,Es Castell,,,
20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07064,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,Districte D01 - Es Castell,Distrito D01 - Es Castell,District D01 - Es Castell,,,
20030101_07064_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01_S001,"Districte D01, Secció S001 - Es Castell","Distrito D01, Sección S001 - Es Castell","District D01, Section S001 - Es Castell",,,
20030101_07064_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01_S002,"Districte D01, Secció S002 - Es Castell","Distrito D01, Sección S002 - Es Castell","District D01, Section S002 - Es Castell",,,
20030101_07064_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01_S003,"Districte D01, Secció S003 - Es Castell","Distrito D01, Sección S003 - Es Castell","District D01, Section S003 - Es Castell",,,
20030101_07064_D01_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01_S004,"Districte D01, Secció S004 - Es Castell","Distrito D01, Sección S004 - Es Castell","District D01, Section S004 - Es Castell",,,
20030101_07064_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07064_D01_O,Resta de Districte D01 - Es Castell,Resto de Distrito D01 - Es Castell,Rest of District D01 - Es Castell,,,
07064_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07064,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07064_O,Resta d'Es Castell,Resto de Es Castell,Rest of Es Castell,,,
07902,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07902,Es Migjorn Gran,Es Migjorn Gran,Es Migjorn Gran,,,
20030101_07902_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07902,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07902_D01,Districte D01 - Es Migjorn Gran,Distrito D01 - Es Migjorn Gran,District D01 - Es Migjorn Gran,,,
20030101_07902_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07902_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07902_D01_S001,"Districte D01, Secció S001 - Es Migjorn Gran","Distrito D01, Sección S001 - Es Migjorn Gran","District D01, Section S001 - Es Migjorn Gran",,,
20030101_07902_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07902_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07902_D01_O,Resta de Districte D01 - Es Migjorn Gran,Resto de Distrito D01 - Es Migjorn Gran,Rest of District D01 - Es Migjorn Gran,,,
07902_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07902,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07902_O,Resta d'Es Migjorn Gran,Resto de Es Migjorn Gran,Rest of Es Migjorn Gran,,,
ES533_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES533_O,Resta de Menorca,Resto de Menorca,Rest of Minorca,,,
ES531,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES530,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES531,Eivissa i Formentera,Eivissa y Formentera,Ibiza and Formentera,,,
ES531_071,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES531,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES531_071,Formentera,Formentera,Formentera,,,
07024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES531_071,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07024,Formentera,Formentera,Formentera,,,
20030101_07024_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07024_D01,Districte D01 - Formentera,Distrito D01 - Formentera,District D01 - Formentera,,,
20030101_07024_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07024_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07024_D01_S001,"Districte D01, Secció S001 - Formentera","Distrito D01, Sección S001 - Formentera","District D01, Section S001 - Formentera",,,
