code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07031_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D04_O,Resta de Districte D04 - Llucmajor,Resto de Distrito D04 - Llucmajor,Rest of District D04 - Llucmajor,,,
20030101_07031_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07031,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D05,Districte D05 - Llucmajor,Distrito D05 - Llucmajor,District D05 - Llucmajor,,,
20030101_07031_D05_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D05_S001,"Districte D05, Secció S001 - Llucmajor","Distrito D05, Sección S001 - Llucmajor","District D05, Section S001 - Llucmajor",,,
20030101_07031_D05_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07031_D05_O,Resta de Districte D05 - Llucmajor,Resto de Distrito D05 - Llucmajor,Rest of District D05 - Llucmajor,,,
07031_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07031,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07031_O,Resta de Llucmajor,Resto de Llucmajor,Rest of Llucmajor,,,
07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,Manacor,Manacor,Manacor,,,
20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,Districte D01 - Manacor,Distrito D01 - Manacor,District D01 - Manacor,,,
20030101_07033_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01_S001,"Districte D01, Secció S001 - Manacor","Distrito D01, Sección S001 - Manacor","District D01, Section S001 - Manacor",,,
20030101_07033_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01_S002,"Districte D01, Secció S002 - Manacor","Distrito D01, Sección S002 - Manacor","District D01, Section S002 - Manacor",,,
20030101_07033_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01_S003,"Districte D01, Secció S003 - Manacor","Distrito D01, Sección S003 - Manacor","District D01, Section S003 - Manacor",,,
20030101_07033_D01_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01_S004,"Districte D01, Secció S004 - Manacor","Distrito D01, Sección S004 - Manacor","District D01, Section S004 - Manacor",,,
20030101_07033_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D01_O,Resta de Districte D01 - Manacor,Resto de Distrito D01 - Manacor,Rest of District D01 - Manacor,,,
20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,Districte D02 - Manacor,Distrito D02 - Manacor,District D02 - Manacor,,,
20030101_07033_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02_S001,"Districte D02, Secció S001 - Manacor","Distrito D02, Sección S001 - Manacor","District D02, Section S001 - Manacor",,,
20030101_07033_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02_S002,"Districte D02, Secció S002 - Manacor","Distrito D02, Sección S002 - Manacor","District D02, Section S002 - Manacor",,,
20030101_07033_D02_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02_S003,"Districte D02, Secció S003 - Manacor","Distrito D02, Sección S003 - Manacor","District D02, Section S003 - Manacor",,,
20030101_07033_D02_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02_S004,"Districte D02, Secció S004 - Manacor","Distrito D02, Sección S004 - Manacor","District D02, Section S004 - Manacor",,,
20030101_07033_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D02_O,Resta de Districte D02 - Manacor,Resto de Distrito D02 - Manacor,Rest of District D02 - Manacor,,,
20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,Districte D03 - Manacor,Distrito D03 - Manacor,District D03 - Manacor,,,
20030101_07033_D03_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_S001,"Districte D03, Secció S001 - Manacor","Distrito D03, Sección S001 - Manacor","District D03, Section S001 - Manacor",,,
20030101_07033_D03_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_S002,"Districte D03, Secció S002 - Manacor","Distrito D03, Sección S002 - Manacor","District D03, Section S002 - Manacor",,,
20030101_07033_D03_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_S003,"Districte D03, Secció S003 - Manacor","Distrito D03, Sección S003 - Manacor","District D03, Section S003 - Manacor",,,
20030101_07033_D03_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_S004,"Districte D03, Secció S004 - Manacor","Distrito D03, Sección S004 - Manacor","District D03, Section S004 - Manacor",,,
20030101_07033_D03_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_S005,"Districte D03, Secció S005 - Manacor","Distrito D03, Sección S005 - Manacor","District D03, Section S005 - Manacor",,,
20030101_07033_D03_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D03_O,Resta de Districte D03 - Manacor,Resto de Distrito D03 - Manacor,Rest of District D03 - Manacor,,,
20030101_07033_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04,Districte D04 - Manacor,Distrito D04 - Manacor,District D04 - Manacor,,,
20030101_07033_D04_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04_S001,"Districte D04, Secció S001 - Manacor","Distrito D04, Sección S001 - Manacor","District D04, Section S001 - Manacor",,,
20030101_07033_D04_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04_S002,"Districte D04, Secció S002 - Manacor","Distrito D04, Sección S002 - Manacor","District D04, Section S002 - Manacor",,,
20030101_07033_D04_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04_S003,"Districte D04, Secció S003 - Manacor","Distrito D04, Sección S003 - Manacor","District D04, Section S003 - Manacor",,,
20030101_07033_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D04_O,Resta de Districte D04 - Manacor,Resto de Distrito D04 - Manacor,Rest of District D04 - Manacor,,,
20030101_07033_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05,Districte D05 - Manacor,Distrito D05 - Manacor,District D05 - Manacor,,,
20030101_07033_D05_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05_S001,"Districte D05, Secció S001 - Manacor","Distrito D05, Sección S001 - Manacor","District D05, Section S001 - Manacor",,,
20030101_07033_D05_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05_S002,"Districte D05, Secció S002 - Manacor","Distrito D05, Sección S002 - Manacor","District D05, Section S002 - Manacor",,,
20030101_07033_D05_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05_S003,"Districte D05, Secció S003 - Manacor","Distrito D05, Sección S003 - Manacor","District D05, Section S003 - Manacor",,,
20030101_07033_D05_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D05_O,Resta de Districte D05 - Manacor,Resto de Distrito D05 - Manacor,Rest of District D05 - Manacor,,,
20030101_07033_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D06,Districte D06 - Manacor,Distrito D06 - Manacor,District D06 - Manacor,,,
20030101_07033_D06_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D06_S001,"Districte D06, Secció S001 - Manacor","Distrito D06, Sección S001 - Manacor","District D06, Section S001 - Manacor",,,
20030101_07033_D06_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D06_O,Resta de Districte D06 - Manacor,Resto de Distrito D06 - Manacor,Rest of District D06 - Manacor,,,
20030101_07033_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07,Districte D07 - Manacor,Distrito D07 - Manacor,District D07 - Manacor,,,
20030101_07033_D07_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07_S001,"Districte D07, Secció S001 - Manacor","Distrito D07, Sección S001 - Manacor","District D07, Section S001 - Manacor",,,
20030101_07033_D07_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07_S002,"Districte D07, Secció S002 - Manacor","Distrito D07, Sección S002 - Manacor","District D07, Section S002 - Manacor",,,
20030101_07033_D07_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07033_D07_O,Resta de Districte D07 - Manacor,Resto de Distrito D07 - Manacor,Rest of District D07 - Manacor,,,
07033_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07033_O,Resta de Manacor,Resto de Manacor,Rest of Manacor,,,
07034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07034,Mancor de la Vall,Mancor de la Vall,Mancor de la Vall,,,
20030101_07034_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07034_D01,Districte D01 - Mancor de la Vall,Distrito D01 - Mancor de la Vall,District D01 - Mancor de la Vall,,,
20030101_07034_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07034_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07034_D01_S001,"Districte D01, Secció S001 - Mancor de la Vall","Distrito D01, Sección S001 - Mancor de la Vall","District D01, Section S001 - Mancor de la Vall",,,
20030101_07034_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07034_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07034_D01_O,Resta de Districte D01 - Mancor de la Vall,Resto de Distrito D01 - Mancor de la Vall,Rest of District D01 - Mancor de la Vall,,,
07034_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07034_O,Resta de Mancor de la Vall,Resto de Mancor de la Vall,Rest of Mancor de la Vall,,,
07035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07035,Maria de la Salut,Maria de la Salut,Maria de la Salut,,,
20030101_07035_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D01,Districte D01 - Maria de la Salut,Distrito D01 - Maria de la Salut,District D01 - Maria de la Salut,,,
20030101_07035_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D01_S001,"Districte D01, Secció S001 - Maria de la Salut","Distrito D01, Sección S001 - Maria de la Salut","District D01, Section S001 - Maria de la Salut",,,
20030101_07035_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D01_O,Resta de Districte D01 - Maria de la Salut,Resto de Distrito D01 - Maria de la Salut,Rest of District D01 - Maria de la Salut,,,
20030101_07035_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D02,Districte D02 - Maria de la Salut,Distrito D02 - Maria de la Salut,District D02 - Maria de la Salut,,,
20030101_07035_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D02_S001,"Districte D02, Secció S001 - Maria de la Salut","Distrito D02, Sección S001 - Maria de la Salut","District D02, Section S001 - Maria de la Salut",,,
20030101_07035_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07035_D02_O,Resta de Districte D02 - Maria de la Salut,Resto de Distrito D02 - Maria de la Salut,Rest of District D02 - Maria de la Salut,,,
07035_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07035_O,Resta de Maria de la Salut,Resto de Maria de la Salut,Rest of Maria de la Salut,,,
07036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07036,Marratxí,Marratxí,Marratxí,,,
20030101_07036_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01,Districte D01 - Marratxí,Distrito D01 - Marratxí,District D01 - Marratxí,,,
20030101_07036_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01_S001,"Districte D01, Secció S001 - Marratxí","Distrito D01, Sección S001 - Marratxí","District D01, Section S001 - Marratxí",,,
20030101_07036_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01_S002,"Districte D01, Secció S002 - Marratxí","Distrito D01, Sección S002 - Marratxí","District D01, Section S002 - Marratxí",,,
20030101_07036_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01_S003,"Districte D01, Secció S003 - Marratxí","Distrito D01, Sección S003 - Marratxí","District D01, Section S003 - Marratxí",,,
20030101_07036_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D01_O,Resta de Districte D01 - Marratxí,Resto de Distrito D01 - Marratxí,Rest of District D01 - Marratxí,,,
20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,Districte D02 - Marratxí,Distrito D02 - Marratxí,District D02 - Marratxí,,,
20030101_07036_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S001,"Districte D02, Secció S001 - Marratxí","Distrito D02, Sección S001 - Marratxí","District D02, Section S001 - Marratxí",,,
20030101_07036_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S002,"Districte D02, Secció S002 - Marratxí","Distrito D02, Sección S002 - Marratxí","District D02, Section S002 - Marratxí",,,
20030101_07036_D02_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S003,"Districte D02, Secció S003 - Marratxí","Distrito D02, Sección S003 - Marratxí","District D02, Section S003 - Marratxí",,,
20030101_07036_D02_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S004,"Districte D02, Secció S004 - Marratxí","Distrito D02, Sección S004 - Marratxí","District D02, Section S004 - Marratxí",,,
20030101_07036_D02_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S005,"Districte D02, Secció S005 - Marratxí","Distrito D02, Sección S005 - Marratxí","District D02, Section S005 - Marratxí",,,
20030101_07036_D02_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S006,"Districte D02, Secció S006 - Marratxí","Distrito D02, Sección S006 - Marratxí","District D02, Section S006 - Marratxí",,,
20030101_07036_D02_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S007,"Districte D02, Secció S007 - Marratxí","Distrito D02, Sección S007 - Marratxí","District D02, Section S007 - Marratxí",,,
20030101_07036_D02_S008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07036_D02_S008,"Districte D02, Secció S008 - Marratxí","Distrito D02, Sección S008 - Marratxí","District D02, Section S008 - Marratxí",,,
