TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca
Sant Joan de Labritja,Sant Joan de Labritja,07050,11/2010,11/2010,2010-M11,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,11/2010,11/2010,2010-M11,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,11/2010,11/2010,2010-M11,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,11/2010,11/2010,2010-M11,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,11/2010,11/2010,2010-M11,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,11/2010,11/2010,2010-M11,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,11/2010,11/2010,2010-M11,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,11/2010,11/2010,2010-M11,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,11/2010,11/2010,2010-M11,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Formentera,Formentera,07024,11/2010,11/2010,2010-M11,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alcúdia,Alcúdia,07003,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,53.91,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,54.61,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,52.46,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,67.06,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,50.24,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.32,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,57.49,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,57.65,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,56.54,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,46.67,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,55.84,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,52.66,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,29.49,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,18.83,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,18.17,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Manacor,Manacor,07033,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Manacor,Manacor,07033,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Muro,Muro,07039,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,61.10,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,64.59,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,46.46,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,59.54,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,65.34,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,60.19,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,50.49,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,45.78,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,47.53,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,49.31,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,56.59,Valor normal,Valor normal,A,,,,
Ses Salines,Ses Salines,07059,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,57.99,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,47.14,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,47.03,Valor normal,Valor normal,A,,,,
Sant Llorenç des Cardassar,Sant Llorenç des Cardassar,07051,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.46,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,55.64,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,48.97,Valor normal,Valor normal,A,,,,
Santa Margalida,Santa Margalida,07055,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.08,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,62.51,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,59.64,Valor normal,Valor normal,A,,,,
Santanyí,Santanyí,07057,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,61.15,Valor normal,Valor normal,A,,,,
Sóller,Sóller,07061,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sóller,Sóller,07061,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sóller,Sóller,07061,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Son Servera,Son Servera,07062,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,58.86,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,61.65,Valor normal,Valor normal,A,,,,
Son Servera,Son Servera,07062,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,56.14,Valor normal,Valor normal,A,,,,
Alaior,Alaior,07002,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Alaior,Alaior,07002,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,45.87,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,57.39,Valor normal,Valor normal,A,,,,
Ciutadella de Menorca,Ciutadella de Menorca,07015,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.74,Valor normal,Valor normal,A,,,,
Maó,Maó,07032,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Maó,Maó,07032,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Maó,Maó,07032,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Lluís,Sant Lluís,07052,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Eivissa,Eivissa,07026,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,48.78,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,43.89,Valor normal,Valor normal,A,,,,
Eivissa,Eivissa,07026,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,44.56,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,59.80,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,57.13,Valor normal,Valor normal,A,,,,
Sant Antoni de Portmany,Sant Antoni de Portmany,07046,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,60.69,Valor normal,Valor normal,A,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Joan de Labritja,Sant Joan de Labritja,07050,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,46.90,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,75.94,Valor normal,Valor normal,A,,,,
Sant Josep de sa Talaia,Sant Josep de sa Talaia,07048,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,76.69,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,51.56,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,51.73,Valor normal,Valor normal,A,,,,
Santa Eulària des Riu,Santa Eulària des Riu,07054,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,52.78,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,10/2010,10/2010,2010-M10,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,30.47,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,10/2010,10/2010,2010-M10,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,31.19,Valor normal,Valor normal,A,,,,
Formentera,Formentera,07024,10/2010,10/2010,2010-M10,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,31.47,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,86.67,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,86.12,Valor normal,Valor normal,A,,,,
Alcúdia,Alcúdia,07003,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,82.05,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,88.88,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,84.41,Valor normal,Valor normal,A,,,,
Andratx,Andratx,07005,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,84.86,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,76.18,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,76.76,Valor normal,Valor normal,A,,,,
Calvià,Calvià,07011,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,77.25,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,76.01,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,84.36,Valor normal,Valor normal,A,,,,
Capdepera,Capdepera,07014,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,77.61,Valor normal,Valor normal,A,,,,
Felanitx,Felanitx,07022,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Felanitx,Felanitx,07022,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,,Baja fiabilidad,Baixa fiabilitat,U,,,,
Llucmajor,Llucmajor,07031,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,48.52,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,40.14,Valor normal,Valor normal,A,,,,
Llucmajor,Llucmajor,07031,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,48.68,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,72.97,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,70.33,Valor normal,Valor normal,A,,,,
Manacor,Manacor,07033,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,76.38,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,85.83,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,93.40,Valor normal,Valor normal,A,,,,
Muro,Muro,07039,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,84.99,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,78.00,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,81.51,Valor normal,Valor normal,A,,,,
Palma,Palma,07040,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,79.42,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,09/2010,09/2010,2010-M09,Grado de ocupación por plazas,Grau d'ocupació per places,GRADO_OCUPACION_PLAZA_TURISTICA,75.31,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,09/2010,09/2010,2010-M09,Grado de ocupación por habitaciones,Grau d'ocupació per habitacions,GRADO_OCUPACION_HABITACION_TURISTICA,73.89,Valor normal,Valor normal,A,,,,
Pollença,Pollença,07042,09/2010,09/2010,2010-M09,Grado de ocupación por plazas en fin de semana,Grau d'ocupació per places en cap de setmana,GRADO_OCUPACION_PLAZA_TURISTICA_FIN_SEMANA,78.51,Valor normal,Valor normal,A,,,,
